blockNumber,timeStamp,hash,nonce,blockHash,from,contractAddress,to,tokenID,tokenName,tokenSymbol,tokenDecimal,transactionIndex,gas,gasPrice,gasUsed,cumulativeGasUsed,input,confirmations
16510880,1674976019,0x104eeeed57b5b8271fccd634a24e52b99ae491bf2c003329de5cafd4241f54c6,2292,0x0610791278333b5ee56174a257d9aa9bab56e3e3e9322517126a9e16de980b09,0x1cc3195c46c2f6af665ae281ad861eab88ed8fb5,0xed5af388653567af2f388e6224dc7c4b3241c544,0xac3c837d67b4f638c0abbf711327cfd33149cf3d,5358,Azuki,AZUKI,0,58,398082,16308375012,234468,5786262,deprecated,98733
16510637,1674973055,0xd2964e5e729b9c0a2911c16b7cc5cb61a5d487b95f29a7f3686552f3cec3ac01,22,0xad64fa0c0de8e501fda54f8af8e7eeed51cf80426bdd7777ba39a821929f0cd4,0xc28f7ee92cd6619e8eec6a70923079fbafb86196,0xed5af388653567af2f388e6224dc7c4b3241c544,0xfaf4670e745e5ac4a3e89c670122fd90f73c3a77,8792,Azuki,AZUKI,0,118,182075,14900824200,143915,13331496,deprecated,98976
16510586,1674972443,0x420e84d91b86958a325b65d68ffbb9f9b9e418f5e3db774ac2f5e8c5edc7ba21,909,0x08a7fad51cb2ad3805e05cf5c2a066ebf372235390e60b45166f230996ccda03,0x8eb964e215b4c7dc4e546021bad33ff9d2b7ceb0,0xed5af388653567af2f388e6224dc7c4b3241c544,0x1cc3195c46c2f6af665ae281ad861eab88ed8fb5,5358,Azuki,AZUKI,0,92,69734,14623637141,48842,4202649,deprecated,99027
16510459,1674970907,0xf0f3720904f90f0721af2e04e7a3993f63b4bd97b1ab8d937fa918534042d40b,21,0x89ae0afaf56d00de116f1de1a02f5aef762676cea011c80acc2816063d90f85f,0xc28f7ee92cd6619e8eec6a70923079fbafb86196,0xed5af388653567af2f388e6224dc7c4b3241c544,0xb38930464ecafa7f74a707eb581d031e45d46074,570,Azuki,AZUKI,0,29,199175,16993109966,157595,3701096,deprecated,99154
16510386,1674970031,0x394acd84729769d3e807b4f75afbdf243a825af94b248c0e3d690aa7016304ac,112,0x4ce311888680a19c6383ff324b44fa09d4a262fccb6c3c52f17447ffcf7ae0f9,0x35a0af9b7d25671eaa27315eecd5c9087ba2944d,0xed5af388653567af2f388e6224dc7c4b3241c544,0xd5ee00b7babd9374d32159cd7cd82bb99ef831fd,8967,Azuki,AZUKI,0,94,331541,15489253701,255032,9581608,deprecated,99227
16510378,1674969935,0x989b692fec89c210307687286b9b40f82a3fca843bae8ce23c24421945cdebd1,1450,0xef717c49f62216b068b0953dfbd7f8b9c6db2592f87ea8dc9874b1e996b464d5,0x1a51bcbc8d3642680d8267550f54e6e4cc5c4984,0xed5af388653567af2f388e6224dc7c4b3241c544,0xa7fa6ccd0801f6302a6fea377cbcdbec603fdb5f,1987,Azuki,AZUKI,0,74,337257,13764878875,259429,8059154,deprecated,99235
16510374,1674969887,0x1d1e33814ae5974683fe4640d8f93e23cb66cd9681a2e7a565b0a6566cd5bbf5,136,0xa0f251f6aca8086880117d1a9c152d19d8dfdb6f3bc07838cc41591f6093716d,0xd5ee00b7babd9374d32159cd7cd82bb99ef831fd,0xed5af388653567af2f388e6224dc7c4b3241c544,0xef69dad7aea8c312c83d1e8057852b6ae3c1ea7c,7810,Azuki,AZUKI,0,90,548368,13850823585,421822,8232145,deprecated,99239
16510374,1674969887,0x1d1e33814ae5974683fe4640d8f93e23cb66cd9681a2e7a565b0a6566cd5bbf5,136,0xa0f251f6aca8086880117d1a9c152d19d8dfdb6f3bc07838cc41591f6093716d,0xd5ee00b7babd9374d32159cd7cd82bb99ef831fd,0xed5af388653567af2f388e6224dc7c4b3241c544,0xef69dad7aea8c312c83d1e8057852b6ae3c1ea7c,2301,Azuki,AZUKI,0,90,548368,13850823585,421822,8232145,deprecated,99239
16510359,1674969707,0x1b220e1da252ec6c039cb6f21bf4c2d5549f479b2924738c2f3debd515573f53,211,0x7405b67e62e14d02bca400b99008b366fbd3ecbb6daea434a21cb51805bb2b09,0x9e91f274f175388dd1950799fa69e00d699ae2ee,0xed5af388653567af2f388e6224dc7c4b3241c544,0xd5ee00b7babd9374d32159cd7cd82bb99ef831fd,9442,Azuki,AZUKI,0,64,528487,14433570147,406529,9648017,deprecated,99254
16510359,1674969707,0x1b220e1da252ec6c039cb6f21bf4c2d5549f479b2924738c2f3debd515573f53,211,0x7405b67e62e14d02bca400b99008b366fbd3ecbb6daea434a21cb51805bb2b09,0x9e91f274f175388dd1950799fa69e00d699ae2ee,0xed5af388653567af2f388e6224dc7c4b3241c544,0xd5ee00b7babd9374d32159cd7cd82bb99ef831fd,5083,Azuki,AZUKI,0,64,528487,14433570147,406529,9648017,deprecated,99254
16510313,1674969155,0x65bd3e24ac99fefeb705a19d324f3dfd9ddb21f7085523d22159b553d67922a9,770,0x92b2457390a6c19903747700267779a36a7cc0ef469112ac8d1856a42904a73a,0x124183252c86e093f78e5994916f044d7549bd1e,0xed5af388653567af2f388e6224dc7c4b3241c544,0x46ecbef9ce9e2e52b79aecde1310fe1b2200cb42,4664,Azuki,AZUKI,0,67,91949,13785360608,70730,29721082,deprecated,99300
16510252,1674968423,0xf8f8c25a8ee74e21900cfffdc0eac8534b4ece20acc996016126eb0aecdb829d,262,0xf93da8e65a45b80da720ddaf5eb26633746a7d1db90a2d887ffc6a399342eef3,0x9642b32b657b08b4f18b40561b07a0042c163b42,0xed5af388653567af2f388e6224dc7c4b3241c544,0x144de0f3e816a12240a6f5f84a4d0d02a29137e6,7671,Azuki,AZUKI,0,183,64373,13880000000,53644,11271207,deprecated,99361
16510236,1674968231,0xdab578ea8d2b9bad3ca86d3da26aab6a1a6e01cf76193f7fedbaed047c6cce5e,125,0xc001a98aca6b4894f6f7e32ca8a1554aa552c84f10a13f7e14f4777ca8ebd98f,0xc7b72bb1acdce3eb45f9b38f43cd31e4927c725b,0xed5af388653567af2f388e6224dc7c4b3241c544,0x9da0c4cac34275c451ed644ff6a671c41545bc51,2078,Azuki,AZUKI,0,2,1091964,119000000000,90600,565779,deprecated,99377
16510223,1674968075,0xa7b4f458773d1793f0ba05ed865f93539947b22b79972342b5aab973851baf12,261,0x660f557da0c0f68a6eee6ba47957774ebb134fbc6e56a20dbe5d371b24392a7f,0x9642b32b657b08b4f18b40561b07a0042c163b42,0xed5af388653567af2f388e6224dc7c4b3241c544,0x144de0f3e816a12240a6f5f84a4d0d02a29137e6,2099,Azuki,AZUKI,0,24,64373,14830000000,53644,2011817,deprecated,99390
16509944,1674964703,0x1ba26c711d6529abd47f2f552bbabb5d30901c1cc79bcbd1eb7e083b80a5c255,341,0x4d83c0d7870aefb29f98c0a304b038b0ee1ee8c74f1e1a33d2d139f9e5fb7813,0xe52cec0e90115abeb3304baa36bc2655731f7934,0xed5af388653567af2f388e6224dc7c4b3241c544,0xaa78bed36217e822f180d82b03d78fcb52e108b9,4155,Azuki,AZUKI,0,11,420882,15853976397,222717,1224069,deprecated,99669
16509869,1674963803,0x29a01baccf59c208368efda35d130e389563374606829d9cfe1d1d78138e1133,13,0x71eac76c05b67f9eca081d3c351051912e6c50d6deb6ebc51ddba4b879b5fa3e,0x9eac64803f3ab2214f67b65ddf7f253de5ec9b80,0xed5af388653567af2f388e6224dc7c4b3241c544,0x67f7040438fd499bd800321b3caec8e126c5be15,2133,Azuki,AZUKI,0,84,154549,15414354237,143993,7396172,deprecated,99744
16509869,1674963803,0x29a01baccf59c208368efda35d130e389563374606829d9cfe1d1d78138e1133,13,0x71eac76c05b67f9eca081d3c351051912e6c50d6deb6ebc51ddba4b879b5fa3e,0x67f7040438fd499bd800321b3caec8e126c5be15,0xed5af388653567af2f388e6224dc7c4b3241c544,0x9eac64803f3ab2214f67b65ddf7f253de5ec9b80,8401,Azuki,AZUKI,0,84,154549,15414354237,143993,7396172,deprecated,99744
16509837,1674963419,0x1227caf1a9bfec73a821a7f71529e7e85f0d0ebc713bf31896e2f433a28143ef,65,0x8cd2ac8ace58a194fd31c2bb4c40edaeb7c8597e0d3b5163a70db36a455b3756,0x7461d1a675ec22bafc2ebc3458211825a937d733,0xed5af388653567af2f388e6224dc7c4b3241c544,0x67f7040438fd499bd800321b3caec8e126c5be15,8401,Azuki,AZUKI,0,88,91949,14332191708,70730,12134976,deprecated,99776
16509735,1674962195,0x4c16c263535839b21d8276b8136b447631a63dbee5f005e79866a497d97497b1,1717,0x6415ae0255095a08786a2462963f37e1f1782526218bd977772924be08ff93ad,0xa1aafb06268f3396c4683e3f635a4aff0e040e46,0xed5af388653567af2f388e6224dc7c4b3241c544,0x5ef3955899454a4ef736eeb359f1bfec292eea39,2780,Azuki,AZUKI,0,55,69734,14722230856,53642,5650356,deprecated,99878
16509638,1674961031,0x9a949af876b6135f030cdc1e6e2b410a65f54696cc6c4f8bdacb3f16fb88a2bd,1716,0x9bbf98d90837ed318c0f36fc1c40e939d7815fcfd0b0d189de933cb75f86a1af,0xb3b5544460759611408aed77e5edfd9e2db4dfab,0xed5af388653567af2f388e6224dc7c4b3241c544,0xa1aafb06268f3396c4683e3f635a4aff0e040e46,630,Azuki,AZUKI,0,97,165631,16596572598,158700,8565619,deprecated,99975
16509441,1674958643,0x8ce199e34e2522b9cd0937d24ce4db9cd918bc4890e16e25c9cbebc462d74006,135,0xcf8b39f74c560e0215f81eeed0b8390e2b1b70bfecccf708d9ffcab6ba2c803c,0xd5ee00b7babd9374d32159cd7cd82bb99ef831fd,0xed5af388653567af2f388e6224dc7c4b3241c544,0xef64327f69973c1d9c2c20ce13d8b08889a47be0,7302,Azuki,AZUKI,0,48,328786,15435363514,252913,4184013,deprecated,100172
16509381,1674957923,0xe181890290664d93ce140cfc0a39706c66fce1fac6fc7063e03f86726191e33c,740,0xa360aaba4c0f7ea2e9edc333f677c3a23fc1393b7b9e27c421736b0ebba02bff,0xb26b5d90c8961a779efc8d8ad881b128dd8385eb,0xed5af388653567af2f388e6224dc7c4b3241c544,0xd5ee00b7babd9374d32159cd7cd82bb99ef831fd,7810,Azuki,AZUKI,0,76,326768,14881456167,251360,18738340,deprecated,100232
16509367,1674957755,0xdbb6c62ac84925bffd2924308647e456f9fb977326a00e84ef97d6429d846cdf,924,0x8cbd1cee128e557ba1437e02ebf8acd457cefe4f843e17964a5fb69396f13faf,0x21bc65637dd6e7b171f2f78a1845f9807bbe3148,0xed5af388653567af2f388e6224dc7c4b3241c544,0x24e63c7fe3947bfc4b4e9a724f2e7bbca2592689,6912,Azuki,AZUKI,0,98,91949,14551665223,65930,10901287,deprecated,100246
16509364,1674957719,0x366a8eac8193bbacd8adf9ee494c185c484993cf15ef6eca02d14cc6086442fb,3424,0xb72d89fbc1e019c7e4263e8fc8b373cb21eb96a332260520bacbf30e760b63f3,0xc67db0df922238979da0fd00d46016e8ae14cecb,0xed5af388653567af2f388e6224dc7c4b3241c544,0x21bc65637dd6e7b171f2f78a1845f9807bbe3148,6912,Azuki,AZUKI,0,6,400000,21306273333,167018,1286319,deprecated,100249
16509358,1674957647,0xf406079e29349b2fdf5edcb0839902e6f85f577275259d97c78d57b71844f5b9,3423,0x61b976eda9ff6518f3a8f2423f97f158c479a7006f66faa0f4b9a99d5c31ee5c,0xc67db0df922238979da0fd00d46016e8ae14cecb,0xed5af388653567af2f388e6224dc7c4b3241c544,0x816f526075809713edd8e9a344f8ebd44550904b,4411,Azuki,AZUKI,0,4,800000,23253406446,295524,743497,deprecated,100255
16509350,1674957551,0x9b75b9707921edf23d579ccef66b72d06b402f89c6ff7b14f06e2a72e43eb9d3,3422,0x82c573baf8916d488c00b2ba4fb5c78ce2296ff6f34d882a1d67e095525da7bd,0xc67db0df922238979da0fd00d46016e8ae14cecb,0xed5af388653567af2f388e6224dc7c4b3241c544,0x8019efd1d53da1346265d18cd71f404551901184,3919,Azuki,AZUKI,0,2,400000,20495016961,167054,535728,deprecated,100263
16509285,1674956771,0xb722bde4aa3d27968a883687b8460b6aa385c043e4886705aa6b2894b36cbe90,215,0x67eaee386c424aa5b56d6f9b65e9f10dec4a66ff6f210ce3830404da907ed07b,0xf1f6389e56fe084c5db5ab3af6be124c352c9855,0xed5af388653567af2f388e6224dc7c4b3241c544,0x9eac64803f3ab2214f67b65ddf7f253de5ec9b80,2133,Azuki,AZUKI,0,116,91964,15655231887,65942,15393172,deprecated,100328
16509182,1674955535,0x45dfa4e97b035662f8aa219506584c968e159f97fc07baa5cf6a9df867837fc5,214,0xb54b4937cd9c723ac08586b1851278890b1027b18605a258d9e2bfb580c42da2,0xe812bed8ac557eee6569ca7bdda6949a1a320c7e,0xed5af388653567af2f388e6224dc7c4b3241c544,0xf1f6389e56fe084c5db5ab3af6be124c352c9855,2133,Azuki,AZUKI,0,133,183002,20044035002,171000,12444741,deprecated,100431
16509152,1674955175,0xd2306663bd5ebc32e57102a3e69a294d142650402f4e5d66592a0b28eae3bc9c,136,0xdfb79887c82fcf67bbded912edeebcc92586db452632ef54bb87112f146cdef9,0x4ae763e6f4241058fa35fe9a682cd4f59d3fd4a8,0xed5af388653567af2f388e6224dc7c4b3241c544,0xe812bed8ac557eee6569ca7bdda6949a1a320c7e,2133,Azuki,AZUKI,0,90,91964,19267379701,70742,10385077,deprecated,100461
16509114,1674954719,0x541a5ccaa463c893dfa442153f4ec4b00642e2a9b8617a27d6f41176aebd8c70,468,0x4181baee675d53e8aa9f778a1723b37472896db10797d17108d340875aa23272,0x1b9921b6614b001144c11f8ca8bbd1b307d59562,0xed5af388653567af2f388e6224dc7c4b3241c544,0xd5ee00b7babd9374d32159cd7cd82bb99ef831fd,2301,Azuki,AZUKI,0,83,334393,22600048807,257226,7365272,deprecated,100499
16509100,1674954551,0xc90f59c3512c48b0ba63e8992184b2ee5e41b70fbacb8b5293c2cb43b1c7cf2a,8,0xb46e807e90f45862e1fe9e392ea52bff4d2cca6ff4851af41fbb6b793c775a25,0x1f35b7da5797105f745171175f993c75a22951b7,0xed5af388653567af2f388e6224dc7c4b3241c544,0xf9fe45cced031ce806199b0a032df42f15e095b6,4730,Azuki,AZUKI,0,84,365150,28932206637,272738,8585040,deprecated,100513
16509095,1674954491,0x90e20a5b19230d5e88d591b83c341aa0c157bf0863f19cc8c1512022eaddb3a3,7,0x70a4052ab611d53738c9ea05071ed1db30174e7f58d796933a24b9e14621f0ef,0x1f35b7da5797105f745171175f993c75a22951b7,0xed5af388653567af2f388e6224dc7c4b3241c544,0x8eb964e215b4c7dc4e546021bad33ff9d2b7ceb0,5358,Azuki,AZUKI,0,132,365244,29851637737,277610,12945712,deprecated,100518
16509088,1674954407,0x84ae49ff4a700da8b1cf4891a96636145c42d11a1966203cd18643c73070a1c5,6,0x203a3303b4ab5fc31fda9e691ff8a1c9454ed5653c289b3c87864ee7ef87b98a,0x1f35b7da5797105f745171175f993c75a22951b7,0xed5af388653567af2f388e6224dc7c4b3241c544,0x0097b9cfe64455eed479292671a1121f502bc954,7123,Azuki,AZUKI,0,176,228914,29114576687,171117,20363748,deprecated,100525
16508867,1674951719,0x82f945c31171254e4ca02e94d20af15108c4f2f6e5c60540177da8951a02a0f4,1103,0x6e5cecbb3f2721c1e2667f7e69ba8ec62930acf52c8f03b12356601d8a036639,0xc7b72bb1acdce3eb45f9b38f43cd31e4927c725b,0xed5af388653567af2f388e6224dc7c4b3241c544,0xd86ac74165f26cb77383e0947c182bd2885f527b,5219,Azuki,AZUKI,0,20,91964,14941882818,70742,1535973,deprecated,100746
16508468,1674946895,0xab26abcd85c62975ecba45d645994d0a8cb0630012f8691769ce0e64d26f0dac,123,0x3178df4c0c338dc82fa606e859061ea7b3c79370fb9ffffd7045248872bbc737,0x8252df1d8b29057d1afe3062bf5a64d503152bc8,0xed5af388653567af2f388e6224dc7c4b3241c544,0x304d9873e20c0f00d19890726e24ff54079a46e1,4307,Azuki,AZUKI,0,27,395232,16650256635,209037,2014567,deprecated,101145
16508424,1674946367,0xe1f24c328ef1f4eb692403a44f6cb722ab1af4fa158d560de20d72a7881949e6,2149,0x47072fcd05eb31251378c3249fb7560f5a0f5683cc548b0bc25f06722bafc696,0x60fd35191ffa774e40934efb8ed34b2ec42da320,0xed5af388653567af2f388e6224dc7c4b3241c544,0x8ae57a027c63fca8070d1bf38622321de8004c67,4632,Azuki,AZUKI,0,68,100752,15433535139,62368,4289142,deprecated,101189
16508403,1674946115,0x989b1a7263a6d91203263f122578723a045a3a1167232669aaeea0c5a01080c3,1178,0x8f0f43e80b70e73d0c646a91dbb0b7aec1ecdd676fe12a55493b0f5cc1c569eb,0x0e5af446621c2b2b45602c34870d6b10dfb81a43,0xed5af388653567af2f388e6224dc7c4b3241c544,0x144de0f3e816a12240a6f5f84a4d0d02a29137e6,7915,Azuki,AZUKI,0,168,69734,15489965191,53642,15949219,deprecated,101210
16508399,1674946067,0xe07fdc9e659d0da357f64fb7983a24eca56638c826ca51217276c46b6508ffde,1508,0xce99d732967a83e7b9efdb9cb390ee8eddc9d93c9c60ed0474317c7750a08172,0x37abff4804cf3e9bf0b0bc0d75880190f35c5981,0xed5af388653567af2f388e6224dc7c4b3241c544,0x144de0f3e816a12240a6f5f84a4d0d02a29137e6,7843,Azuki,AZUKI,0,106,69734,16171567070,48842,7709493,deprecated,101214
16508397,1674946043,0x0e6afef76e20313b0ec035be70fa96dd132e44745be328eadab1b860625910ea,1507,0x871ebbab66f85c9fd6131371dfba493781d71f95a1e0c243da9cd5179cb45211,0x37abff4804cf3e9bf0b0bc0d75880190f35c5981,0xed5af388653567af2f388e6224dc7c4b3241c544,0x0e5af446621c2b2b45602c34870d6b10dfb81a43,3223,Azuki,AZUKI,0,130,69734,14027256080,53642,13317800,deprecated,101216
16508313,1674945035,0x7dc57165781de2aa927004c542d4ff69312456bbb7fcb8ad90d75406aa32a92b,35,0x64d45067a3d20fac66b45d5adb6ba5ead52632faf8f0193b491c3fa4f751923f,0x605c167f66c5d1c5331b9896a28e1ad3e083bcba,0xed5af388653567af2f388e6224dc7c4b3241c544,0xb26b5d90c8961a779efc8d8ad881b128dd8385eb,7810,Azuki,AZUKI,0,100,337311,17363489842,259470,6649612,deprecated,101300
16508114,1674942647,0x4ba66e14a3b01c68a8122c1decf5e5ba254133fe4271e81761ed1dacda7de99e,328,0x2667f2f2b55b0d09c3d590cbccd10cb77268c494773c5ac49092590b1e6cd330,0xf64932b6002fd2a465a72564d80422f762aaa566,0xed5af388653567af2f388e6224dc7c4b3241c544,0x9e91f274f175388dd1950799fa69e00d699ae2ee,9442,Azuki,AZUKI,0,130,542122,20975049484,417017,11178081,deprecated,101499
16508114,1674942647,0x4ba66e14a3b01c68a8122c1decf5e5ba254133fe4271e81761ed1dacda7de99e,328,0x2667f2f2b55b0d09c3d590cbccd10cb77268c494773c5ac49092590b1e6cd330,0xf64932b6002fd2a465a72564d80422f762aaa566,0xed5af388653567af2f388e6224dc7c4b3241c544,0x9e91f274f175388dd1950799fa69e00d699ae2ee,5083,Azuki,AZUKI,0,130,542122,20975049484,417017,11178081,deprecated,101499
16507919,1674940295,0x25f163963e8c4215bfef085df3516edceec48c88bfc6920e093c36229aa4dd3a,66,0xac80faa59d7ecb5513a64ef2fadecc2bf09e8f79b80db08a3972b0983b1722b0,0x533d56e7107aa9feac95375f514036dfdc44328b,0xed5af388653567af2f388e6224dc7c4b3241c544,0x58611b3cba4929b03da30285442cc861d949790e,7453,Azuki,AZUKI,0,61,69734,16389120806,48842,3732486,deprecated,101694
16507911,1674940199,0x5c4dc3a8b47486fca9a1e84c8204528f20b2a59912a559de0c8a1ab9b388a0dd,65,0x4724a0f01b718a50b7bf660387ed74ca26e04c3196cf20bb2b74785f32d100e2,0x533d56e7107aa9feac95375f514036dfdc44328b,0xed5af388653567af2f388e6224dc7c4b3241c544,0x58611b3cba4929b03da30285442cc861d949790e,2800,Azuki,AZUKI,0,22,69734,15981019603,53642,3455925,deprecated,101702
16507690,1674937523,0x4dfaf91540f5abaa80a51fcb9b8aed5949365c2411bf4d0e98ab65050b8ecf20,643,0xac49d7acdaf190bd8803dfbf6ac438682a06bb5baeb163ebaa34ed9836519e76,0xb6520e0f9fcce7bd61e68ff053ef363dc5c14cf4,0xed5af388653567af2f388e6224dc7c4b3241c544,0xe52cec0e90115abeb3304baa36bc2655731f7934,2723,Azuki,AZUKI,0,20,455435,27086983593,445647,1633992,deprecated,101923
16507575,1674936143,0x289cf397cc5a771ac3cbcbb0c86fe75c222c1459ee313546a81a6a59a7f8e259,27,0x42dac38c3b9acf89b8091ad2d720ffc6cfd2427637dbd468644d246c7e2e1880,0xbbc9419d8492228ff9f6015303b4c076276a5cc9,0xed5af388653567af2f388e6224dc7c4b3241c544,0x352bc0714883edaae33f279b1920c4aaa59c1f15,6253,Azuki,AZUKI,0,62,91964,15886007003,65942,4394369,deprecated,102038
16507389,1674933899,0x4080f86deafd2762173a74a507e456fd9ba3f760e002aee0098ac668a1feda71,2642,0xb8094aeb2ea3194c46149a5b5f873a91f3ccb18b1d5fdc2aa1c40ef10d0b9420,0x63a6b4616cdc0e0fe990d62d8b4d12d3f3ace2b9,0xed5af388653567af2f388e6224dc7c4b3241c544,0x2c2ed4b3876c442fee80bee76ce0ee2ca2a512af,6100,Azuki,AZUKI,0,72,165610,15339624584,158680,7138422,deprecated,102224
16507327,1674933143,0x11bbe715937a14bb9a817760ad2eecfbbacf5b589d3f61c11ca034e2b7aaf539,572,0x8e0dae58a06561ba780b5d3594d944ee6c8b8fe5315510291c5ae6b4f0cebe05,0xd895bbc452992fd28c8a40d053f812790e102184,0xed5af388653567af2f388e6224dc7c4b3241c544,0xc28f7ee92cd6619e8eec6a70923079fbafb86196,802,Azuki,AZUKI,0,90,448660,15135869938,438874,9888442,deprecated,102286
16506945,1674928547,0x5e5a1fd75cd02c5acbecceeb2ff691f2308fad9c17217329e7ff316476f958a2,211,0x7c83d420dad39910d4fb36b12825af64750be4159d58e13ffe19e58317ef6656,0xffe68ad8b135fcd3cd2b36a66a6299996e8b5bac,0xed5af388653567af2f388e6224dc7c4b3241c544,0x7bcad36a322b97e31654ba5eec0f49eef979b634,2810,Azuki,AZUKI,0,58,421185,19929100375,248148,5087527,deprecated,102668
16506832,1674927191,0x6b6d2756f88ecb7c9ec7fd4deb1a85cee02ec9e1bd3b147db8456c87868219dc,860,0x7c3fa352d280f34940912471077227daa3ce3d68fc3efae958e29db74865f2de,0xc8d121777b3a2cb793f7c5a04bd53dc5d252da1a,0xed5af388653567af2f388e6224dc7c4b3241c544,0xc28f7ee92cd6619e8eec6a70923079fbafb86196,9124,Azuki,AZUKI,0,78,431548,16154289479,421762,7164506,deprecated,102781
16506569,1674924011,0xb82786ee88ea150efb300624fd629f631f5d6fb27528424a6a0b12fba2db097d,828,0x10d2c526e98caaceee0a0ba48433fb61940552a5189dc79e789c0401080eb753,0x9fea69241d851ff897bcb9ebd8ac2839243f7aec,0xed5af388653567af2f388e6224dc7c4b3241c544,0x227e26ef1c1293da3d240409961b1c4d7c3cf0fc,7482,Azuki,AZUKI,0,96,315014,16684505386,242319,9219062,deprecated,103044
16506525,1674923483,0x7d6131e7613033f1b85bb13911ae9493d58da20d294a195091d529bd55fdda0c,635,0x68ed7dc922a5bb9a9bc823f8bd5808a6b2fbf7de9afa70cc8360a4782402c9ec,0xe52cec0e90115abeb3304baa36bc2655731f7934,0xed5af388653567af2f388e6224dc7c4b3241c544,0xb6520e0f9fcce7bd61e68ff053ef363dc5c14cf4,2723,Azuki,AZUKI,0,6,395232,21462000929,209037,619734,deprecated,103088
16506356,1674921443,0x94c3bdf9d9a20f6e465b624a18728ce50b4aaa9963d2699e70b4bc9d31c0a660,74,0xd5a164d5845a40d1626a33120868edf143ab141178971ca6638d00beb189d288,0x055005af3d27a17a2a56ed3b14b9f16fa1659969,0xed5af388653567af2f388e6224dc7c4b3241c544,0x1840aec0917199321775685dfffdac1abb6a498a,4616,Azuki,AZUKI,0,89,91964,15968870252,70742,6774323,deprecated,103257
16506350,1674921371,0xedac57744c8f484a1a346fbc18d5774a8685b61ce41ec7339654ccf2ec1c21c6,73,0x9c3d241f7705bfa2eac9d229543cd4d1c01d3d256431c7e784e3bab1e6fc3541,0x055005af3d27a17a2a56ed3b14b9f16fa1659969,0xed5af388653567af2f388e6224dc7c4b3241c544,0xca2807f7041bb98b1ce5a7739f7c7c2a564c5d0f,4909,Azuki,AZUKI,0,123,91964,16646472784,70742,12024340,deprecated,103263
16506292,1674920675,0x6cacbc346fcd768f17e08a96e9a0bdc53c84d04368a5064db4fbacb6ac602825,212,0xf925ef5528a29ce5f013e6a93c140e42e04d616bc91f8100b96d0d9fe058efa5,0x0603df18ad272be9e042803bca337a0412ff0ede,0xed5af388653567af2f388e6224dc7c4b3241c544,0x10219dfbd9b1161a966a134ff5697ac8d4365123,1994,Azuki,AZUKI,0,101,91964,27031141756,70742,10736338,deprecated,103321
16506244,1674920099,0xeef39bb9ccc64d00760af74f7ef4b04b15f97af99b21d8a913935eddeec9127c,211,0x79920bd4634e6ff9567f386ea90451b3d1c09d813cc76306e3daddf064b913da,0x0603df18ad272be9e042803bca337a0412ff0ede,0xed5af388653567af2f388e6224dc7c4b3241c544,0xc67db0df922238979da0fd00d46016e8ae14cecb,6770,Azuki,AZUKI,0,104,72394,15166633475,72394,10794887,deprecated,103369
16506205,1674919631,0x451f72851bb634e08dd981236d9ed726230837941c5e65c7ffedb7586c67b7d8,210,0x9680daf2e055885d8804bcda856a72884d5201a57f4d5558285a8fd2a66008fe,0x0603df18ad272be9e042803bca337a0412ff0ede,0xed5af388653567af2f388e6224dc7c4b3241c544,0xc67db0df922238979da0fd00d46016e8ae14cecb,8252,Azuki,AZUKI,0,114,94420,14717465235,94420,7849033,deprecated,103408
16506205,1674919631,0x451f72851bb634e08dd981236d9ed726230837941c5e65c7ffedb7586c67b7d8,210,0x9680daf2e055885d8804bcda856a72884d5201a57f4d5558285a8fd2a66008fe,0x0603df18ad272be9e042803bca337a0412ff0ede,0xed5af388653567af2f388e6224dc7c4b3241c544,0xc67db0df922238979da0fd00d46016e8ae14cecb,8700,Azuki,AZUKI,0,114,94420,14717465235,94420,7849033,deprecated,103408
16506097,1674918335,0x2e304ef650db4f8d0ccc4b96ad4bd155e40cf056133b60df44fd69ba58ec51c6,740,0x9621c2d9a82c06ace84f8739c7233abce98444b6c51e8b4d307d05a0791f6d3c,0x4b0d93ecdadd048ec4cb10794fa48624e23a8c2d,0xed5af388653567af2f388e6224dc7c4b3241c544,0xf5075084bb1ed902b2c18a2ec9796154fae489aa,2669,Azuki,AZUKI,0,88,69946,16823147893,65146,8593567,deprecated,103516
16506065,1674917951,0x0b9b45061eeeffa6dd35ac356f35f281e78774b532c305a8b044b8d92dc26377,143,0x96d8ce6d9ce1f63a8748a9a0b966319228abce84f725bd6142429665f6411276,0xdf5b02e2abded734d28c535f4af827094d578496,0xed5af388653567af2f388e6224dc7c4b3241c544,0xf7b1816b3bc48ac0b93bc62d67d59d4f300eee4a,2263,Azuki,AZUKI,0,86,182978,13780639572,170976,8437022,deprecated,103548
16505663,1674913115,0xe01e027eca438dc2c6614f4eb29a0d24dfed90b7ca71af967387af5b30272c13,3033,0xb92e75e58824f1e0a78db0c05a3e015a60e4649e7b1ba5647247b4f9345ee4a3,0x227e26ef1c1293da3d240409961b1c4d7c3cf0fc,0xed5af388653567af2f388e6224dc7c4b3241c544,0x9fea69241d851ff897bcb9ebd8ac2839243f7aec,7482,Azuki,AZUKI,0,153,343491,13857250313,264224,22249419,deprecated,103950
